Type,Datetime,Account,Amount,Value,Rate,Fee,Sub Type
Market,"Oct. 15, 2021, 09:15 PM",Main Account,0.00317955 BTC,169.74 EUR,53383.62 EUR,0.40737 EUR,Buy
Market,"Oct. 15, 2021, 09:15 PM",Main Account,0.05682045 BTC,3033.28 EUR,53383.63 EUR,7.27988 EUR,Buy
Market,"Oct. 16, 2021, 06:31 AM",Main Account,0.04000000 BTC,2140.80 EUR,53520.00 EUR,5.13792 EUR,Buy
Market,"Oct. 16, 2021, 12:51 PM",Main Account,0.00412974 BTC,216.30 EUR,52376.00 EUR,0.51912 EUR,Buy
Market,"Oct. 16, 2021, 12:51 PM",Main Account,0.02587026 BTC,1354.98 EUR,52376.00 EUR,3.25195 EUR,Buy
Market,"Oct. 17, 2021, 08:21 PM",Main Account,0.00454819 BTC,232.23 EUR,51060.00 EUR,0.55735 EUR,Buy
Market,"Oct. 17, 2021, 08:21 PM",Main Account,0.02545181 BTC,1299.57 EUR,51060.00 EUR,3.11897 EUR,Buy
Market,"Oct. 18, 2021, 12:38 AM",Main Account,0.00454819 BTC,244.46 EUR,53748.00 EUR,0.58669 EUR,Sell
Market,"Oct. 18, 2021, 12:38 AM",Main Account,0.02545181 BTC,1367.98 EUR,53748.00 EUR,3.28316 EUR,Sell
Market,"Oct. 18, 2021, 09:35 AM",Main Account,0.02000000 BTC,1065.80 EUR,53290.00 EUR,2.55792 EUR,Buy
Market,"Oct. 19, 2021, 07:58 PM",Main Account,0.00412974 BTC,227.68 EUR,55131.00 EUR,0.54642 EUR,Sell
Market,"Oct. 19, 2021, 07:58 PM",Main Account,0.00969957 BTC,534.75 EUR,55131.00 EUR,1.28339 EUR,Sell
Market,"Oct. 19, 2021, 07:58 PM",Main Account,0.01617069 BTC,891.51 EUR,55131.00 EUR,2.13962 EUR,Sell
Market,"Oct. 20, 2021, 07:14 AM",Main Account,0.03000000 BTC,1648.22 EUR,54940.50 EUR,3.95572 EUR,Buy
Market,"Oct. 20, 2021, 01:45 PM",Main Account,0.02000000 BTC,1131.50 EUR,56575.00 EUR,2.71560 EUR,Sell
Market,"Oct. 20, 2021, 09:11 PM",Main Account,0.01469323 BTC,830.51 EUR,56523.00 EUR,1.99321 EUR,Buy
Market,"Oct. 20, 2021, 09:16 PM",Main Account,0.00530677 BTC,299.95 EUR,56523.00 EUR,0.71989 EUR,Buy
Market,"Oct. 21, 2021, 03:29 PM",Main Account,0.02000000 BTC,1074.96 EUR,53748.00 EUR,2.57990 EUR,Buy
Market,"Oct. 22, 2021, 02:37 PM",Main Account,0.02000000 BTC,1047.52 EUR,52376.00 EUR,2.51405 EUR,Buy
Market,"Oct. 27, 2021, 08:02 AM",Main Account,0.03000000 BTC,1531.80 EUR,51060.00 EUR,3.67632 EUR,Buy
Market,"Oct. 28, 2021, 06:38 PM",Main Account,0.03000000 BTC,1492.77 EUR,49759.00 EUR,3.58265 EUR,Buy
Market,"Oct. 28, 2021, 06:39 PM",Main Account,0.02000000 BTC,970.22 EUR,48511.00 EUR,2.32853 EUR,Buy
Market,"Oct. 28, 2021, 06:42 PM",Main Account,0.02000000 BTC,1021.20 EUR,51060.00 EUR,2.45088 EUR,Sell
Market,"Oct. 28, 2021, 07:56 PM",Main Account,0.01500000 BTC,785.64 EUR,52376.00 EUR,1.88554 EUR,Sell
Market,"Oct. 28, 2021, 07:56 PM",Main Account,0.01500000 BTC,785.64 EUR,52376.00 EUR,1.88554 EUR,Sell
Market,"Oct. 29, 2021, 03:24 PM",Main Account,0.02990395 BTC,1607.28 EUR,53748.00 EUR,3.85747 EUR,Sell
Market,"Oct. 29, 2021, 03:24 PM",Main Account,0.00009605 BTC,5.16 EUR,53748.00 EUR,0.01239 EUR,Sell
